Date,States,Usage,DayOfYear,Month,DayOfWeek,Season,State_Encoded
2019-02-20,Kerala,64.3,51,2,2,0,15
2019-02-20,MP,235.3,51,2,2,0,16
2019-02-20,Maharashtra,392.4,51,2,2,0,17
2019-02-20,Manipur,2.9,51,2,2,0,18
2019-02-20,Meghalaya,6.2,51,2,2,0,19
2019-02-20,Mizoram,2.0,51,2,2,0,20
2019-02-20,Nagaland,2.2,51,2,2,0,21
2019-02-20,Odisha,73.3,51,2,2,0,22
2019-02-20,Pondy,6.5,51,2,2,0,23
2019-02-20,Punjab,101.5,51,2,2,0,24
2019-02-20,Rajasthan,232.0,51,2,2,0,25
2019-02-20,Sikkim,1.2,51,2,2,0,26
2019-02-20,Tamil Nadu,282.4,51,2,2,0,27
2019-02-20,Telangana,172.1,51,2,2,0,28
2019-02-20,Tripura,3.6,51,2,2,0,29
2019-02-20,UP,264.3,51,2,2,0,30
2019-02-20,Uttarakhand,36.6,51,2,2,0,31
2019-02-20,West Bengal,119.8,51,2,2,0,32
2019-02-21,Andhra Pradesh,197.0,52,2,3,0,0
2019-02-21,Arunachal Pradesh,2.2,52,2,3,0,1
2019-02-21,Assam,25.2,52,2,3,0,2
2019-02-21,Bihar,105.3,52,2,3,0,3
2019-02-21,Chandigarh,5.2,52,2,3,0,4
2019-02-21,Chhattisgarh,94.3,52,2,3,0,5
2019-02-21,DNH,14.6,52,2,3,0,6
2019-02-21,Delhi,111.8,52,2,3,0,7
2019-02-21,Goa,12.4,52,2,3,0,8
2019-02-21,Gujarat,385.7,52,2,3,0,9
2019-02-21,HP,28.9,52,2,3,0,10
2019-02-21,Haryana,165.3,52,2,3,0,11
2019-02-21,J&K,46.7,52,2,3,0,12
2019-02-21,Jharkhand,28.2,52,2,3,0,13
2019-02-21,Karnataka,194.9,52,2,3,0,14
2019-02-21,Kerala,85.6,52,2,3,0,15
2019-02-21,MP,224.0,52,2,3,0,16
2019-02-21,Maharashtra,509.5,52,2,3,0,17
2019-02-21,Manipur,2.5,52,2,3,0,18
2019-02-21,Meghalaya,4.7,52,2,3,0,19
2019-02-21,Mizoram,1.5,52,2,3,0,20
2019-02-21,Nagaland,2.2,52,2,3,0,21
2019-02-21,Odisha,96.5,52,2,3,0,22
2019-02-21,Pondy,9.2,52,2,3,0,23
2019-02-21,Punjab,155.9,52,2,3,0,24
2019-02-21,Rajasthan,248.1,52,2,3,0,25
2019-02-21,Sikkim,1.3,52,2,3,0,26
2019-02-21,Tamil Nadu,345.5,52,2,3,0,27
2019-02-21,Telangana,176.0,52,2,3,0,28
2019-02-21,Tripura,5.0,52,2,3,0,29
2019-02-21,UP,428.2,52,2,3,0,30
2019-02-21,Uttarakhand,45.0,52,2,3,0,31
2019-02-21,West Bengal,185.5,52,2,3,0,32
2019-02-22,Andhra Pradesh,201.0,53,2,4,0,0
2019-02-22,Arunachal Pradesh,2.1,53,2,4,0,1
2019-02-22,Assam,28.0,53,2,4,0,2
2019-02-22,Bihar,108.7,53,2,4,0,3
2019-02-22,Chandigarh,5.4,53,2,4,0,4
2019-02-22,Chhattisgarh,89.0,53,2,4,0,5
2019-02-22,DNH,17.4,53,2,4,0,6
2019-02-22,Delhi,114.9,53,2,4,0,7
2019-02-22,Goa,11.8,53,2,4,0,8
2019-02-22,Gujarat,391.1,53,2,4,0,9
2019-02-22,HP,29.4,53,2,4,0,10
2019-02-22,Haryana,173.6,53,2,4,0,11
2019-02-22,J&K,47.8,53,2,4,0,12
2019-02-22,Jharkhand,28.5,53,2,4,0,13
2019-02-22,Karnataka,214.1,53,2,4,0,14
2019-02-22,Kerala,88.1,53,2,4,0,15
2019-02-22,MP,227.4,53,2,4,0,16
2019-02-22,Maharashtra,516.4,53,2,4,0,17
2019-02-22,Manipur,2.7,53,2,4,0,18
2019-02-22,Meghalaya,5.0,53,2,4,0,19
2019-02-22,Mizoram,1.7,53,2,4,0,20
2019-02-22,Nagaland,2.0,53,2,4,0,21
2019-02-22,Odisha,89.5,53,2,4,0,22
2019-02-22,Pondy,9.4,53,2,4,0,23
2019-02-22,Punjab,166.3,53,2,4,0,24
2019-02-22,Rajasthan,257.9,53,2,4,0,25
2019-02-22,Sikkim,1.3,53,2,4,0,26
2019-02-22,Tamil Nadu,356.2,53,2,4,0,27
2019-02-22,Telangana,181.8,53,2,4,0,28
2019-02-22,Tripura,5.0,53,2,4,0,29
2019-02-22,UP,435.6,53,2,4,0,30
2019-02-22,Uttarakhand,46.5,53,2,4,0,31
2019-02-22,West Bengal,186.1,53,2,4,0,32
2019-02-23,Andhra Pradesh,197.1,54,2,5,0,0
2019-02-23,Arunachal Pradesh,2.2,54,2,5,0,1
2019-02-23,Assam,28.6,54,2,5,0,2
2019-02-23,Bihar,107.7,54,2,5,0,3
2019-02-23,Chandigarh,5.6,54,2,5,0,4
2019-02-23,Chhattisgarh,85.0,54,2,5,0,5
2019-02-23,DNH,16.7,54,2,5,0,6
2019-02-23,Delhi,121.6,54,2,5,0,7
2019-02-23,Goa,12.3,54,2,5,0,8
2019-02-23,Gujarat,389.9,54,2,5,0,9
2019-02-23,HP,29.2,54,2,5,0,10
2019-02-23,Haryana,179.3,54,2,5,0,11
2019-02-23,J&K,47.2,54,2,5,0,12
2019-02-23,Jharkhand,28.2,54,2,5,0,13
2019-02-23,Karnataka,206.3,54,2,5,0,14
2019-02-23,Kerala,79.6,54,2,5,0,15
2019-02-23,MP,226.3,54,2,5,0,16
2019-02-23,Maharashtra,515.8,54,2,5,0,17
2019-02-23,Manipur,2.8,54,2,5,0,18
2019-02-23,Meghalaya,5.3,54,2,5,0,19
2019-02-23,Mizoram,1.8,54,2,5,0,20
2019-02-23,Nagaland,2.1,54,2,5,0,21
2019-02-23,Odisha,86.6,54,2,5,0,22
2019-02-23,Pondy,8.9,54,2,5,0,23
2019-02-23,Punjab,175.9,54,2,5,0,24
2019-02-23,Rajasthan,256.2,54,2,5,0,25
2019-02-23,Sikkim,1.1,54,2,5,0,26
2019-02-23,Tamil Nadu,345.2,54,2,5,0,27
2019-02-23,Telangana,186.6,54,2,5,0,28
2019-02-23,Tripura,5.6,54,2,5,0,29
2019-02-23,UP,444.4,54,2,5,0,30
2019-02-23,Uttarakhand,46.3,54,2,5,0,31
2019-02-23,West Bengal,198.1,54,2,5,0,32
2019-02-24,Andhra Pradesh,183.2,55,2,6,0,0
2019-02-24,Arunachal Pradesh,2.1,55,2,6,0,1
2019-02-24,Assam,27.0,55,2,6,0,2
2019-02-24,Bihar,92.4,55,2,6,0,3
2019-02-24,Chandigarh,6.0,55,2,6,0,4
2019-02-24,Chhattisgarh,88.6,55,2,6,0,5
2019-02-24,DNH,17.8,55,2,6,0,6
2019-02-24,Delhi,128.1,55,2,6,0,7
2019-02-24,Goa,12.3,55,2,6,0,8
2019-02-24,Gujarat,394.1,55,2,6,0,9
2019-02-24,HP,30.3,55,2,6,0,10
2019-02-24,Haryana,185.9,55,2,6,0,11
2019-02-24,J&K,47.0,55,2,6,0,12
2019-02-24,Jharkhand,26.3,55,2,6,0,13
2019-02-24,Karnataka,213.1,55,2,6,0,14
2019-02-24,Kerala,85.1,55,2,6,0,15
2019-02-24,MP,226.4,55,2,6,0,16
2019-02-24,Maharashtra,509.6,55,2,6,0,17
2019-02-24,Manipur,2.5,55,2,6,0,18
2019-02-24,Meghalaya,4.9,55,2,6,0,19
2019-02-24,Mizoram,1.7,55,2,6,0,20
2019-02-24,Nagaland,2.2,55,2,6,0,21
2019-02-24,Odisha,91.6,55,2,6,0,22
2019-02-24,Pondy,9.3,55,2,6,0,23
2019-02-24,Punjab,183.6,55,2,6,0,24
2019-02-24,Rajasthan,250.0,55,2,6,0,25
2019-02-24,Sikkim,1.0,55,2,6,0,26
2019-02-24,Tamil Nadu,349.5,55,2,6,0,27
2019-02-24,Telangana,177.5,55,2,6,0,28
2019-02-24,Tripura,5.3,55,2,6,0,29
2019-02-24,UP,469.0,55,2,6,0,30
2019-02-24,Uttarakhand,46.7,55,2,6,0,31
2019-02-24,West Bengal,189.0,55,2,6,0,32
2019-02-25,Andhra Pradesh,196.3,56,2,0,0,0
2019-02-25,Arunachal Pradesh,2.1,56,2,0,0,1
2019-02-25,Assam,26.7,56,2,0,0,2
2019-02-25,Bihar,80.5,56,2,0,0,3
2019-02-25,Chandigarh,6.2,56,2,0,0,4
2019-02-25,Chhattisgarh,86.2,56,2,0,0,5
2019-02-25,DNH,16.5,56,2,0,0,6
2019-02-25,Delhi,131.6,56,2,0,0,7
2019-02-25,Goa,12.3,56,2,0,0,8
2019-02-25,Gujarat,392.8,56,2,0,0,9
2019-02-25,HP,30.5,56,2,0,0,10
2019-02-25,Haryana,189.1,56,2,0,0,11
2019-02-25,J&K,47.4,56,2,0,0,12
2019-02-25,Jharkhand,24.8,56,2,0,0,13
2019-02-25,Karnataka,212.7,56,2,0,0,14
2019-02-25,Kerala,84.1,56,2,0,0,15
2019-02-25,MP,226.6,56,2,0,0,16
2019-02-25,Maharashtra,505.9,56,2,0,0,17
2019-02-25,Manipur,2.4,56,2,0,0,18
2019-02-25,Meghalaya,4.9,56,2,0,0,19
2019-02-25,Mizoram,1.7,56,2,0,0,20
2019-02-25,Nagaland,2.1,56,2,0,0,21
2019-02-25,Odisha,96.6,56,2,0,0,22
2019-02-25,Pondy,9.2,56,2,0,0,23
2019-02-25,Punjab,188.8,56,2,0,0,24
2019-02-25,Rajasthan,255.7,56,2,0,0,25
2019-02-25,Sikkim,1.2,56,2,0,0,26
2019-02-25,Tamil Nadu,343.0,56,2,0,0,27
2019-02-25,Telangana,181.2,56,2,0,0,28
2019-02-25,Tripura,4.8,56,2,0,0,29
2019-02-25,UP,445.2,56,2,0,0,30
2019-02-25,Uttarakhand,47.8,56,2,0,0,31
2019-02-25,West Bengal,175.9,56,2,0,0,32
2019-02-26,Andhra Pradesh,197.3,57,2,1,0,0
2019-02-26,Arunachal Pradesh,2.2,57,2,1,0,1
2019-02-26,Assam,28.8,57,2,1,0,2
2019-02-26,Bihar,99.7,57,2,1,0,3
2019-02-26,Chandigarh,6.4,57,2,1,0,4
2019-02-26,Chhattisgarh,37.2,57,2,1,0,5
2019-02-26,DNH,17.2,57,2,1,0,6
2019-02-26,Delhi,132.2,57,2,1,0,7
2019-02-26,Goa,12.3,57,2,1,0,8
2019-02-26,Gujarat,393.0,57,2,1,0,9
2019-02-26,HP,28.8,57,2,1,0,10
2019-02-26,Haryana,188.4,57,2,1,0,11
2019-02-26,J&K,42.3,57,2,1,0,12
2019-02-26,Jharkhand,25.3,57,2,1,0,13
2019-02-26,Karnataka,198.9,57,2,1,0,14
2019-02-26,Kerala,81.7,57,2,1,0,15
2019-02-26,MP,223.9,57,2,1,0,16
2019-02-26,Maharashtra,500.6,57,2,1,0,17
2019-02-26,Manipur,2.2,57,2,1,0,18
2019-02-26,Meghalaya,5.5,57,2,1,0,19
2019-02-26,Mizoram,1.8,57,2,1,0,20
2019-02-26,Nagaland,2.2,57,2,1,0,21
2019-02-26,Odisha,96.8,57,2,1,0,22
2019-02-26,Pondy,8.6,57,2,1,0,23
2019-02-26,Punjab,186.4,57,2,1,0,24
2019-02-26,Rajasthan,261.6,57,2,1,0,25
2019-02-26,Sikkim,1.2,57,2,1,0,26
2019-02-26,Tamil Nadu,336.8,57,2,1,0,27
2019-02-26,Telangana,170.9,57,2,1,0,28
2019-02-26,Tripura,3.3,57,2,1,0,29
2019-02-26,UP,438.9,57,2,1,0,30
2019-02-26,Uttarakhand,47.7,57,2,1,0,31
2019-02-26,West Bengal,176.0,57,2,1,0,32
2019-02-27,Andhra Pradesh,194.2,58,2,2,0,0
2019-02-27,Arunachal Pradesh,2.0,58,2,2,0,1
2019-02-27,Assam,29.8,58,2,2,0,2
2019-02-27,Bihar,88.8,58,2,2,0,3
2019-02-27,Chandigarh,6.0,58,2,2,0,4
2019-02-27,Chhattisgarh,88.5,58,2,2,0,5
2019-02-27,DNH,16.3,58,2,2,0,6
2019-02-27,Delhi,132.7,58,2,2,0,7
2019-02-27,Goa,12.3,58,2,2,0,8
2019-02-27,Gujarat,376.2,58,2,2,0,9
2019-02-27,HP,27.0,58,2,2,0,10
2019-02-27,Haryana,182.0,58,2,2,0,11
2019-02-27,J&K,46.8,58,2,2,0,12
2019-02-27,Jharkhand,25.1,58,2,2,0,13
2019-02-27,Karnataka,184.8,58,2,2,0,14
2019-02-27,Kerala,77.6,58,2,2,0,15
2019-02-27,MP,215.2,58,2,2,0,16
2019-02-27,Maharashtra,489.6,58,2,2,0,17
2019-02-27,Manipur,2.3,58,2,2,0,18
2019-02-27,Meghalaya,5.9,58,2,2,0,19
2019-02-27,Mizoram,1.7,58,2,2,0,20
2019-02-27,Nagaland,2.5,58,2,2,0,21
2019-02-27,Odisha,85.8,58,2,2,0,22
2019-02-27,Pondy,8.2,58,2,2,0,23
2019-02-27,Punjab,186.9,58,2,2,0,24
2019-02-27,Rajasthan,260.2,58,2,2,0,25
2019-02-27,Sikkim,0.9,58,2,2,0,26
2019-02-27,Tamil Nadu,313.7,58,2,2,0,27
2019-02-27,Telangana,167.0,58,2,2,0,28
2019-02-27,Tripura,4.4,58,2,2,0,29
2019-02-27,UP,439.0,58,2,2,0,30
2019-02-27,Uttarakhand,43.0,58,2,2,0,31
2019-02-27,West Bengal,153.4,58,2,2,0,32
2019-02-28,Andhra Pradesh,182.9,59,2,3,0,0
2019-02-28,Arunachal Pradesh,2.2,59,2,3,0,1
2019-02-28,Assam,22.7,59,2,3,0,2
2019-02-28,Bihar,79.9,59,2,3,0,3
2019-02-28,Chandigarh,4.6,59,2,3,0,4
2019-02-28,Chhattisgarh,82.3,59,2,3,0,5
2019-02-28,DNH,17.2,59,2,3,0,6
2019-02-28,Delhi,69.0,59,2,3,0,7
2019-02-28,Goa,9.8,59,2,3,0,8
2019-02-28,Gujarat,332.4,59,2,3,0,9
2019-02-28,HP,28.4,59,2,3,0,10
2019-02-28,Haryana,123.5,59,2,3,0,11
2019-02-28,J&K,51.2,59,2,3,0,12
2019-02-28,Jharkhand,26.3,59,2,3,0,13
2019-02-28,Karnataka,228.3,59,2,3,0,14
2019-02-28,Kerala,72.1,59,2,3,0,15
2019-02-28,MP,255.7,59,2,3,0,16
2019-02-28,Maharashtra,454.7,59,2,3,0,17
2019-02-28,Manipur,2.9,59,2,3,0,18
2019-02-28,Meghalaya,6.7,59,2,3,0,19
2019-02-28,Mizoram,1.5,59,2,3,0,20
2019-02-28,Nagaland,2.3,59,2,3,0,21
2019-02-28,Odisha,70.1,59,2,3,0,22
2019-02-28,Pondy,7.0,59,2,3,0,23
2019-02-28,Punjab,107.5,59,2,3,0,24
2019-02-28,Rajasthan,238.4,59,2,3,0,25
2019-02-28,Sikkim,2.1,59,2,3,0,26
2019-02-28,Tamil Nadu,296.7,59,2,3,0,27
2019-02-28,Telangana,215.0,59,2,3,0,28
2019-02-28,Tripura,3.4,59,2,3,0,29
2019-02-28,UP,281.2,59,2,3,0,30
2019-02-28,Uttarakhand,38.9,59,2,3,0,31
2019-02-28,West Bengal,113.9,59,2,3,0,32
2019-03-02,Andhra Pradesh,187.8,61,3,5,1,0
2019-03-02,Arunachal Pradesh,2.2,61,3,5,1,1
2019-03-02,Assam,23.4,61,3,5,1,2
2019-03-02,Bihar,80.6,61,3,5,1,3
2019-03-02,Chandigarh,4.4,61,3,5,1,4
2019-03-02,Chhattisgarh,80.8,61,3,5,1,5
2019-03-02,DNH,18.9,61,3,5,1,6
2019-03-02,Delhi,72.1,61,3,5,1,7
2019-03-02,Goa,10.2,61,3,5,1,8
2019-03-02,Gujarat,338.0,61,3,5,1,9
2019-03-02,HP,28.6,61,3,5,1,10
2019-03-02,Haryana,116.3,61,3,5,1,11
2019-03-02,J&K,52.2,61,3,5,1,12
2019-03-02,Jharkhand,26.3,61,3,5,1,13
2019-03-02,Karnataka,233.3,61,3,5,1,14
2019-03-02,Kerala,74.2,61,3,5,1,15
2019-03-02,MP,258.5,61,3,5,1,16
2019-03-02,Maharashtra,467.0,61,3,5,1,17
2019-03-02,Manipur,2.9,61,3,5,1,18
2019-03-02,Meghalaya,6.6,61,3,5,1,19
2019-03-02,Mizoram,1.7,61,3,5,1,20
2019-03-02,Nagaland,2.4,61,3,5,1,21
2019-03-02,Odisha,71.0,61,3,5,1,22
2019-03-02,Pondy,7.4,61,3,5,1,23
2019-03-02,Punjab,102.9,61,3,5,1,24
2019-03-02,Rajasthan,240.6,61,3,5,1,25
2019-03-02,Sikkim,2.2,61,3,5,1,26
2019-03-02,Tamil Nadu,307.0,61,3,5,1,27
2019-03-02,Telangana,218.5,61,3,5,1,28
2019-03-02,Tripura,3.6,61,3,5,1,29
2019-03-02,UP,270.4,61,3,5,1,30
2019-03-02,Uttarakhand,38.7,61,3,5,1,31
2019-03-02,West Bengal,119.5,61,3,5,1,32
2019-03-03,Andhra Pradesh,191.0,62,3,6,1,0
2019-03-03,Arunachal Pradesh,2.1,62,3,6,1,1
2019-03-03,Assam,23.2,62,3,6,1,2
2019-03-03,Bihar,76.8,62,3,6,1,3
2019-03-03,Chandigarh,4.3,62,3,6,1,4
2019-03-03,Chhattisgarh,80.8,62,3,6,1,5
2019-03-03,DNH,18.8,62,3,6,1,6
2019-03-03,Delhi,71.8,62,3,6,1,7
2019-03-03,Goa,10.2,62,3,6,1,8
2019-03-03,Gujarat,330.5,62,3,6,1,9
2019-03-03,HP,29.2,62,3,6,1,10
2019-03-03,Haryana,123.1,62,3,6,1,11
2019-03-03,J&K,48.4,62,3,6,1,12
2019-03-03,Jharkhand,24.2,62,3,6,1,13
2019-03-03,Karnataka,235.8,62,3,6,1,14
2019-03-03,Kerala,75.0,62,3,6,1,15
2019-03-03,MP,259.6,62,3,6,1,16
2019-03-03,Maharashtra,461.9,62,3,6,1,17
2019-03-03,Manipur,2.6,62,3,6,1,18
2019-03-03,Meghalaya,6.6,62,3,6,1,19
2019-03-03,Mizoram,1.7,62,3,6,1,20
2019-03-03,Nagaland,2.2,62,3,6,1,21
2019-03-03,Odisha,71.5,62,3,6,1,22
2019-03-03,Pondy,7.9,62,3,6,1,23
2019-03-03,Punjab,104.2,62,3,6,1,24
2019-03-03,Rajasthan,240.9,62,3,6,1,25
2019-03-03,Sikkim,2.2,62,3,6,1,26
2019-03-03,Tamil Nadu,302.4,62,3,6,1,27
2019-03-03,Telangana,219.7,62,3,6,1,28
2019-03-03,Tripura,4.2,62,3,6,1,29
2019-03-03,UP,271.8,62,3,6,1,30
2019-03-03,Uttarakhand,38.5,62,3,6,1,31
2019-03-03,West Bengal,114.1,62,3,6,1,32
2019-03-04,Andhra Pradesh,191.8,63,3,0,1,0
2019-03-04,Arunachal Pradesh,2.1,63,3,0,1,1
2019-03-04,Assam,24.1,63,3,0,1,2
2019-03-04,Bihar,80.6,63,3,0,1,3
2019-03-04,Chandigarh,4.1,63,3,0,1,4
2019-03-04,Chhattisgarh,83.2,63,3,0,1,5
2019-03-04,DNH,18.7,63,3,0,1,6
2019-03-04,Delhi,71.1,63,3,0,1,7
2019-03-04,Goa,10.0,63,3,0,1,8
2019-03-04,Gujarat,327.8,63,3,0,1,9
2019-03-04,HP,30.8,63,3,0,1,10
2019-03-04,Haryana,124.0,63,3,0,1,11
2019-03-04,J&K,49.9,63,3,0,1,12
2019-03-04,Jharkhand,26.1,63,3,0,1,13
2019-03-04,Karnataka,239.4,63,3,0,1,14
2019-03-04,Kerala,74.1,63,3,0,1,15
2019-03-04,MP,258.0,63,3,0,1,16
2019-03-04,Maharashtra,454.7,63,3,0,1,17
2019-03-04,Manipur,2.6,63,3,0,1,18
2019-03-04,Meghalaya,6.5,63,3,0,1,19
2019-03-04,Mizoram,1.6,63,3,0,1,20
2019-03-04,Nagaland,2.1,63,3,0,1,21
2019-03-04,Odisha,71.2,63,3,0,1,22
2019-03-04,Pondy,7.4,63,3,0,1,23
2019-03-04,Punjab,106.9,63,3,0,1,24
2019-03-04,Rajasthan,240.9,63,3,0,1,25
2019-03-04,Sikkim,2.0,63,3,0,1,26
2019-03-04,Tamil Nadu,308.0,63,3,0,1,27
2019-03-04,Telangana,219.4,63,3,0,1,28
2019-03-04,Tripura,3.9,63,3,0,1,29
2019-03-04,UP,271.2,63,3,0,1,30
2019-03-04,Uttarakhand,39.3,63,3,0,1,31
2019-03-04,West Bengal,120.5,63,3,0,1,32
2019-03-05,Andhra Pradesh,190.0,64,3,1,1,0
2019-03-05,Arunachal Pradesh,2.5,64,3,1,1,1
2019-03-05,Assam,22.0,64,3,1,1,2
2019-03-05,Bihar,78.9,64,3,1,1,3
2019-03-05,Chandigarh,4.4,64,3,1,1,4
2019-03-05,Chhattisgarh,81.9,64,3,1,1,5
2019-03-05,DNH,18.4,64,3,1,1,6
2019-03-05,Delhi,73.0,64,3,1,1,7
2019-03-05,Goa,9.2,64,3,1,1,8
2019-03-05,Gujarat,330.4,64,3,1,1,9
2019-03-05,HP,31.8,64,3,1,1,10
2019-03-05,Haryana,125.6,64,3,1,1,11
2019-03-05,J&K,51.3,64,3,1,1,12
2019-03-05,Jharkhand,25.6,64,3,1,1,13
2019-03-05,Karnataka,240.7,64,3,1,1,14
2019-03-05,Kerala,75.0,64,3,1,1,15
2019-03-05,MP,262.8,64,3,1,1,16
2019-03-05,Maharashtra,448.3,64,3,1,1,17
2019-03-05,Manipur,2.6,64,3,1,1,18
2019-03-05,Meghalaya,6.4,64,3,1,1,19
2019-03-05,Mizoram,1.8,64,3,1,1,20
2019-03-05,Nagaland,2.1,64,3,1,1,21
2019-03-05,Odisha,70.1,64,3,1,1,22
2019-03-05,Pondy,7.4,64,3,1,1,23
2019-03-05,Punjab,111.2,64,3,1,1,24
2019-03-05,Rajasthan,243.6,64,3,1,1,25
2019-03-05,Sikkim,2.0,64,3,1,1,26
2019-03-05,Tamil Nadu,314.3,64,3,1,1,27
2019-03-05,Telangana,224.4,64,3,1,1,28
2019-03-05,Tripura,3.9,64,3,1,1,29
2019-03-05,UP,282.1,64,3,1,1,30
2019-03-05,Uttarakhand,39.6,64,3,1,1,31
2019-03-05,West Bengal,118.9,64,3,1,1,32
2019-03-06,Andhra Pradesh,188.6,65,3,2,1,0
2019-03-06,Arunachal Pradesh,2.2,65,3,2,1,1
2019-03-06,Assam,23.0,65,3,2,1,2
2019-03-06,Bihar,76.8,65,3,2,1,3
2019-03-06,Chandigarh,4.0,65,3,2,1,4
2019-03-06,Chhattisgarh,80.8,65,3,2,1,5
2019-03-06,DNH,17.8,65,3,2,1,6
2019-03-06,Delhi,68.0,65,3,2,1,7
2019-03-06,Goa,10.6,65,3,2,1,8
2019-03-06,Gujarat,324.0,65,3,2,1,9
2019-03-06,HP,30.8,65,3,2,1,10
2019-03-06,Haryana,124.7,65,3,2,1,11
2019-03-06,J&K,51.1,65,3,2,1,12
2019-03-06,Jharkhand,24.1,65,3,2,1,13
2019-03-06,Karnataka,233.8,65,3,2,1,14
2019-03-06,Kerala,73.7,65,3,2,1,15
2019-03-06,MP,264.8,65,3,2,1,16
2019-03-06,Maharashtra,443.4,65,3,2,1,17
2019-03-06,Manipur,2.6,65,3,2,1,18
2019-03-06,Meghalaya,6.6,65,3,2,1,19
2019-03-06,Mizoram,1.7,65,3,2,1,20
2019-03-06,Nagaland,2.1,65,3,2,1,21
2019-03-06,Odisha,70.1,65,3,2,1,22
2019-03-06,Pondy,7.6,65,3,2,1,23
2019-03-06,Punjab,111.6,65,3,2,1,24
2019-03-06,Rajasthan,243.7,65,3,2,1,25
2019-03-06,Sikkim,2.1,65,3,2,1,26
2019-03-06,Tamil Nadu,306.3,65,3,2,1,27
2019-03-06,Telangana,210.8,65,3,2,1,28
2019-03-06,Tripura,4.0,65,3,2,1,29
2019-03-06,UP,276.9,65,3,2,1,30
2019-03-06,Uttarakhand,39.2,65,3,2,1,31
2019-03-06,West Bengal,119.8,65,3,2,1,32
2019-03-07,Andhra Pradesh,182.7,66,3,3,1,0
2019-03-07,Arunachal Pradesh,2.2,66,3,3,1,1
2019-03-07,Assam,21.6,66,3,3,1,2
2019-03-07,Bihar,78.0,66,3,3,1,3
2019-03-07,Chandigarh,3.7,66,3,3,1,4
2019-03-07,Chhattisgarh,81.6,66,3,3,1,5
2019-03-07,DNH,17.8,66,3,3,1,6
2019-03-07,Delhi,67.3,66,3,3,1,7
2019-03-07,Goa,9.1,66,3,3,1,8
2019-03-07,Gujarat,316.4,66,3,3,1,9
2019-03-07,HP,27.7,66,3,3,1,10
2019-03-07,Haryana,116.3,66,3,3,1,11
2019-03-07,J&K,49.5,66,3,3,1,12
2019-03-07,Jharkhand,24.7,66,3,3,1,13
2019-03-07,Karnataka,217.7,66,3,3,1,14
2019-03-07,Kerala,67.0,66,3,3,1,15
2019-03-07,MP,265.1,66,3,3,1,16
2019-03-07,Maharashtra,435.6,66,3,3,1,17
2019-03-07,Manipur,2.6,66,3,3,1,18
2019-03-07,Meghalaya,6.7,66,3,3,1,19
2019-03-07,Mizoram,1.7,66,3,3,1,20
2019-03-07,Nagaland,2.2,66,3,3,1,21
2019-03-07,Odisha,75.1,66,3,3,1,22
2019-03-07,Pondy,6.7,66,3,3,1,23
2019-03-07,Punjab,106.1,66,3,3,1,24
2019-03-07,Rajasthan,242.5,66,3,3,1,25
2019-03-07,Sikkim,1.9,66,3,3,1,26
2019-03-07,Tamil Nadu,282.7,66,3,3,1,27
2019-03-07,Telangana,204.6,66,3,3,1,28
2019-03-07,Tripura,3.6,66,3,3,1,29
2019-03-07,UP,276.8,66,3,3,1,30
2019-03-07,Uttarakhand,36.3,66,3,3,1,31
2019-03-07,West Bengal,111.4,66,3,3,1,32
2019-03-08,Andhra Pradesh,175.5,67,3,4,1,0
2019-03-08,Arunachal Pradesh,2.3,67,3,4,1,1
2019-03-08,Assam,36.8,67,3,4,1,2
2019-03-08,Bihar,109.4,67,3,4,1,3
2019-03-08,Chandigarh,5.4,67,3,4,1,4
2019-03-08,Chhattisgarh,88.7,67,3,4,1,5
2019-03-08,DNH,18.8,67,3,4,1,6
2019-03-08,Delhi,111.7,67,3,4,1,7
2019-03-08,Goa,10.2,67,3,4,1,8
2019-03-08,Gujarat,319.9,67,3,4,1,9
2019-03-08,HP,28.7,67,3,4,1,10
2019-03-08,Haryana,186.0,67,3,4,1,11
2019-03-08,J&K,35.2,67,3,4,1,12
2019-03-08,Jharkhand,23.9,67,3,4,1,13
2019-03-08,Karnataka,172.7,67,3,4,1,14
2019-03-08,Kerala,62.9,67,3,4,1,15
2019-03-08,MP,166.9,67,3,4,1,16
2019-03-08,Maharashtra,423.5,67,3,4,1,17
2019-03-08,Manipur,2.6,67,3,4,1,18
2019-03-08,Meghalaya,5.5,67,3,4,1,19
2019-03-08,Mizoram,1.7,67,3,4,1,20
2019-03-08,Nagaland,2.3,67,3,4,1,21
2019-03-08,Odisha,87.6,67,3,4,1,22
2019-03-08,Pondy,7.7,67,3,4,1,23
2019-03-08,Punjab,245.8,67,3,4,1,24
2019-03-08,Rajasthan,229.7,67,3,4,1,25
2019-03-08,Sikkim,0.8,67,3,4,1,26
2019-03-08,Tamil Nadu,284.8,67,3,4,1,27
2019-03-08,Telangana,218.1,67,3,4,1,28
2019-03-08,Tripura,5.1,67,3,4,1,29
2019-03-08,UP,362.8,67,3,4,1,30
2019-03-08,Uttarakhand,39.8,67,3,4,1,31
2019-03-08,West Bengal,163.7,67,3,4,1,32
2019-03-09,Andhra Pradesh,184.6,68,3,5,1,0
2019-03-09,Arunachal Pradesh,2.3,68,3,5,1,1
2019-03-09,Assam,37.0,68,3,5,1,2
2019-03-09,Bihar,111.8,68,3,5,1,3
2019-03-09,Chandigarh,6.1,68,3,5,1,4
2019-03-09,Chhattisgarh,87.7,68,3,5,1,5
